id,city,area,community,part,source
1220,Dubai,Business Bay,15 Northside,15 Northside Tower 2,https://uae.dubizzle.com/
1221,Dubai,Business Bay,15 Northside,15 Northside Tower 1,https://uae.dubizzle.com/
1222,Dubai,Business Bay,Capital Bay Towers,Capital Bay Tower A,https://uae.dubizzle.com/
1223,Dubai,Business Bay,Capital Bay Towers,Capital Bay Tower B,https://uae.dubizzle.com/
1224,Dubai,Business Bay,Aykon City,DAMAC Maison Aykon City,https://www.bayut.com/
1225,Dubai,Business Bay,Aykon City,Aykon City Tower C,https://www.bayut.com/
1226,Dubai,Business Bay,Aykon City,Safa Two by De Grisogono,https://www.bayut.com/
1227,Dubai,Business Bay,Aykon City,Aykon City Tower A,https://www.bayut.com/
1228,Dubai,Business Bay,Aykon City,One B Tower,https://www.bayut.com/
1229,Dubai,Business Bay,Peninsula,Peninsula Four The Plaza,https://www.bayut.com/
1230,Dubai,Business Bay,Peninsula,Peninsula One,https://www.bayut.com/
1231,Dubai,Business Bay,Peninsula,Peninsula Three,https://www.bayut.com/
1232,Dubai,Business Bay,Peninsula,Peninsula Two,https://www.bayut.com/
1233,Dubai,Business Bay,Peninsula,Peninsula Five,https://www.bayut.com/
1234,Dubai,Business Bay,Peninsula,Peninsula Five Waterfront Duplexes,https://www.bayut.com/
1235,Dubai,Business Bay,J One,J One Tower A,https://uae.dubizzle.com/
1236,Dubai,Business Bay,J One,J One Tower B,https://uae.dubizzle.com/
1237,Dubai,Business Bay,Al Habtoor City,Al Habtoor Tower,https://www.bayut.com/
1238,Dubai,Business Bay,Al Habtoor City,Noora,https://www.bayut.com/
1239,Dubai,Business Bay,Al Habtoor City,Amna,https://www.bayut.com/
1240,Dubai,Business Bay,Al Habtoor City,Meera Tower,https://www.bayut.com/
1241,Dubai,Business Bay,DAMAC Towers by Paramount Hotels and Resorts,Tower B,https://www.bayut.com/
1242,Dubai,Business Bay,DAMAC Towers by Paramount Hotels and Resorts,Tower C,https://www.bayut.com/
1243,Dubai,Business Bay,DAMAC Towers by Paramount Hotels and Resorts,Tower A,https://www.bayut.com/
1244,Dubai,Business Bay,DAMAC Towers by Paramount Hotels and Resorts,Tower D,https://www.bayut.com/
1245,Dubai,Business Bay,The Edge,The Edge Tower A,https://www.bayut.com/
1246,Dubai,Business Bay,The Edge,The Edge Tower B,https://www.bayut.com/
1247,Dubai,Business Bay,DAMAC Maison Prive,Damac Maison Prive Tower A,https://www.bayut.com/
1248,Dubai,Business Bay,DAMAC Maison Prive,Damac Maison Prive Tower B,https://www.bayut.com/
1249,Dubai,Business Bay,Executive Towers,Executive Tower B (East Heights 4),https://www.bayut.com/
1250,Dubai,Business Bay,Executive Towers,Executive Tower G,https://www.bayut.com/
1251,Dubai,Business Bay,Executive Towers,Executive Tower J,https://www.bayut.com/
1252,Dubai,Business Bay,Executive Towers,Executive Tower M (West Heights 1),https://www.bayut.com/
1253,Dubai,Business Bay,Executive Towers,Executive Tower C,https://www.bayut.com/
1254,Dubai,Business Bay,Executive Towers,Executive Tower K,https://www.bayut.com/
1255,Dubai,Business Bay,Executive Towers,Executive Tower F,https://www.bayut.com/
1256,Dubai,Business Bay,Executive Towers,Executive Tower L,https://www.bayut.com/
1257,Dubai,Business Bay,Executive Towers,Executive Tower H,https://www.bayut.com/
1258,Dubai,Business Bay,Executive Towers,Plaza Boutique,https://www.bayut.com/
1259,Dubai,Business Bay,Executive Towers,Executive Tower E,https://www.bayut.com/
1260,Dubai,Downtown Dubai,Opera District,Act One | Act Two Towers,https://www.bayut.com/
1261,Dubai,Downtown Dubai,Opera District,Grande,https://www.bayut.com/
1262,Dubai,Downtown Dubai,Forte,Forte 1,https://www.bayut.com/
1263,Dubai,Downtown Dubai,Forte,Forte 2,https://www.bayut.com/
1264,Dubai,Downtown Dubai,St. Regis The Residences,St. Regis The Residences Tower 1,https://www.bayut.com/
1265,Dubai,Downtown Dubai,St. Regis The Residences,St. Regis The Residences Tower 2,https://www.bayut.com/
1266,Dubai,Downtown Dubai,The Address Residences Dubai Opera,The Address Residences Dubai Opera Tower 2,https://www.bayut.com/
1267,Dubai,Downtown Dubai,The Address Residences Dubai Opera,The Address Residences Dubai Opera Tower 1,https://www.bayut.com/
1268,Dubai,Downtown Dubai,Old Town,Reehan,https://www.bayut.com/
1269,Dubai,Downtown Dubai,Old Town,Yansoon,https://www.bayut.com/
1270,Dubai,Downtown Dubai,Old Town,Miska,https://www.bayut.com/
1271,Dubai,Downtown Dubai,Old Town,Zanzebeel,https://www.bayut.com/
1272,Dubai,Downtown Dubai,Old Town,Kamoon,https://www.bayut.com/
1273,Dubai,Downtown Dubai,Old Town,Zaafaran,https://www.bayut.com/
1274,Dubai,Downtown Dubai,Vida Dubai Mall,Vida Dubai Mall Tower 1,https://www.bayut.com/
1275,Dubai,Downtown Dubai,Vida Dubai Mall,Vida Dubai Mall Tower 2,https://www.bayut.com/
1276,Dubai,Downtown Dubai,BLVD Heights,BLVD Heights Tower 1,https://www.bayut.com/
1277,Dubai,Downtown Dubai,BLVD Heights,BLVD Heights Tower 2,https://www.bayut.com/
1278,Dubai,Downtown Dubai,BLVD Heights,BLVD Heights Podium,https://www.bayut.com/
1279,Dubai,Downtown Dubai,Burj Views,Burj Views Podium,https://www.bayut.com/
1280,Dubai,Downtown Dubai,Burj Views,Burj Views A,https://www.bayut.com/
1281,Dubai,Downtown Dubai,Burj Views,Burj Views C,https://www.bayut.com/
1282,Dubai,Downtown Dubai,Burj Views,Burj Views B,https://www.bayut.com/
1283,Dubai,Dubai Marina,Marina Gate,Marina Gate 2,https://www.bayut.com/
1284,Dubai,Dubai Marina,Marina Gate,Marina Gate 1,https://www.bayut.com/
1285,Dubai,Dubai Marina,Marina Gate,Jumeirah Living Marina Gate,https://www.bayut.com/
1286,Dubai,Dubai Marina,Marina Promenade,Beauport,https://www.bayut.com/
1287,Dubai,Dubai Marina,Marina Promenade,Paloma,https://www.bayut.com/
1288,Dubai,Dubai Marina,Marina Promenade,Shemara,https://www.bayut.com/
1289,Dubai,Dubai Marina,Marina Promenade,Aurora,https://www.bayut.com/
1290,Dubai,Dubai Marina,Marina Promenade,Attessa,https://www.bayut.com/
1291,Dubai,Dubai Marina,Marina Promenade,Delphine,https://www.bayut.com/
1292,Dubai,Palm Jumeirah,The Palm Beach Towers,Palm Beach Tower 3,https://www.bayut.com/
1293,Dubai,Palm Jumeirah,The Palm Beach Towers,Palm Beach Tower 1,https://www.bayut.com/
1294,Dubai,Palm Jumeirah,The Palm Beach Towers,Palm Beach Tower 2,https://www.bayut.com/
1295,Dubai,Palm Jumeirah,The Crescent,The Royal Atlantis Resort ,https://www.bayut.com/
1296,Dubai,Palm Jumeirah,The Crescent,Th8,https://www.bayut.com/
1297,Dubai,Palm Jumeirah,The Crescent,Kempinski Palm Residence,https://www.bayut.com/
1298,Dubai,Palm Jumeirah,The Crescent,Jumeirah Zabeel Saray,https://www.bayut.com/
1299,Dubai,Palm Jumeirah,The Crescent,Raffles The Palm Dubai,https://www.bayut.com/
1300,Dubai,Palm Jumeirah,The Crescent,Dream Palm Residence,https://www.bayut.com/
1301,Dubai,Palm Jumeirah,The Crescent,Muraba Residence,https://www.bayut.com/
1302,Dubai,Palm Jumeirah,The Crescent,One Crescent,https://www.bayut.com/
1303,Dubai,Palm Jumeirah,The Crescent,Jumeirah Zabeel Saray The Palm Hotel,https://www.bayut.com/
1304,Dubai,Palm Jumeirah,Shoreline Apartments,Al Hallawi,https://www.bayut.com/
1305,Dubai,Palm Jumeirah,Shoreline Apartments,Al Msalli,https://www.bayut.com/
1306,Dubai,Palm Jumeirah,Shoreline Apartments,Al Basri,https://www.bayut.com/
1307,Dubai,Palm Jumeirah,Shoreline Apartments,Al Khushkar,https://www.bayut.com/
1308,Dubai,Palm Jumeirah,Shoreline Apartments,Al Haseer,https://www.bayut.com/
1309,Dubai,Palm Jumeirah,Shoreline Apartments,Al Hamri,https://www.bayut.com/
1310,Dubai,Palm Jumeirah,Shoreline Apartments,Al Tamr,https://www.bayut.com/
1311,Dubai,Palm Jumeirah,Shoreline Apartments,Al Shahla,https://www.bayut.com/
1312,Dubai,Palm Jumeirah,Shoreline Apartments,Jash Hamad,https://www.bayut.com/
1313,Dubai,Palm Jumeirah,Shoreline Apartments,Al Nabat,https://www.bayut.com/
1314,Dubai,Palm Jumeirah,Shoreline Apartments,Al Sultana,https://www.bayut.com/
1315,Dubai,Palm Jumeirah,Shoreline Apartments,Al Dabas,https://www.bayut.com/
1316,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond O,https://www.bayut.com/
1317,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond D,https://www.bayut.com/
1318,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond M,https://www.bayut.com/
1319,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond L,https://www.bayut.com/
1320,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond C,https://www.bayut.com/
1321,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond B,https://www.bayut.com/
1322,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond A,https://www.bayut.com/
1323,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond E,https://www.bayut.com/
1324,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond P,https://www.bayut.com/
1325,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond N,https://www.bayut.com/
1326,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond K,https://www.bayut.com/
1327,Dubai,Palm Jumeirah,Garden Homes Palm Jumeirah,Garden Homes Frond G,https://www.bayut.com/
1328,Dubai,Palm Jumeirah,Serenia Living,Serenia Living Tower 1,https://www.bayut.com/
1329,Dubai,Palm Jumeirah,Serenia Living,Serenia Living Tower 2,https://www.bayut.com/
1330,Dubai,Palm Jumeirah,Serenia Living,Serenia Living Tower 3,https://www.bayut.com/
1331,Dubai,Palm Jumeirah,Serenia Living,Serenia Living Tower 4,https://www.bayut.com/
1332,Dubai,Palm Jumeirah,Marina Residences,Marina Residences 6,https://www.bayut.com/
1333,Dubai,Palm Jumeirah,Marina Residences,Marina Residences 4,https://www.bayut.com/
1334,Dubai,Palm Jumeirah,Marina Residences,Marina Residences 2,https://www.bayut.com/
1335,Dubai,Palm Jumeirah,Marina Residences,Marina Residences 1,https://www.bayut.com/
1336,Dubai,Palm Jumeirah,Marina Residences,Marina Residences 3,https://www.bayut.com/
1337,Dubai,Palm Jumeirah,Marina Residences,Marina Residences 5,https://www.bayut.com/
1338,Dubai,Palm Jumeirah,Royal Amwaj Residences,Royal Amwaj Residences - North,https://www.bayut.com/
1339,Dubai,Palm Jumeirah,Royal Amwaj Residences,Royal Amwaj Residences - South,https://www.bayut.com/
1340,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 1,https://www.bayut.com/
1341,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 4,https://www.bayut.com/
1342,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 2,https://www.bayut.com/
1343,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 7,https://www.bayut.com/
1344,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 6,https://www.bayut.com/
1345,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 8,https://www.bayut.com/
1346,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 5,https://www.bayut.com/
1347,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 10,https://www.bayut.com/
1348,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 3,https://www.bayut.com/
1349,Dubai,Palm Jumeirah,Golden Mile,Golden Mile 9,https://www.bayut.com/
1350,Dubai,Arjan,The Central Downtown,The Central Downtown Tower D,https://www.bayut.com/
1351,Dubai,Arjan,The Central Downtown,The Central Downtown Tower C,https://www.bayut.com/
1352,Dubai,Arjan,The Central Downtown,The Central Downtown Tower A,https://www.bayut.com/
1353,Dubai,Arjan,The Central Downtown,The Central Downtown Tower B,https://www.bayut.com/
1354,Dubai,Arjan,Lincoln Park,Lincoln Park Northside,https://www.bayut.com/
1355,Dubai,Arjan,Lincoln Park,Lincoln Park B,https://www.bayut.com/
1356,Dubai,Arjan,Lincoln Park,Lincoln Park Westside,https://www.bayut.com/
1357,Dubai,Arjan,Lincoln Park,Lincoln Park Sheffield,https://www.bayut.com/
1358,Dubai,Arjan,Lincoln Park,Lincoln Park A,https://www.bayut.com/
1359,Dubai,Dubai Creek Harbour,Address Harbour Point,Address Harbour Point Tower 2,https://www.bayut.com/
1360,Dubai,Dubai Creek Harbour,Address Harbour Point,Address Harbour Point Tower 1,https://www.bayut.com/
1361,Dubai,Dubai Creek Harbour,Creek Edge,Creek Edge Tower 1,https://www.bayut.com/
1362,Dubai,Dubai Creek Harbour,Creek Edge,Creek Edge Tower 2,https://www.bayut.com/
1363,Dubai,Dubai Creek Harbour,The Cove,The Cove II Building 9,https://www.bayut.com/
1364,Dubai,Dubai Creek Harbour,The Cove,The Cove Building 1,https://www.bayut.com/
1365,Dubai,Dubai Creek Harbour,The Cove,The Cove Building 3,https://www.bayut.com/
1366,Dubai,Dubai Creek Harbour,The Cove,The Cove Building 2,https://www.bayut.com/
1367,Dubai,Dubai Creek Harbour,The Cove,The Cove II Building 10,https://www.bayut.com/
1368,Dubai,Dubai Creek Harbour,Harbour Gate,Harbour Gate Tower 1,https://www.bayut.com/
1369,Dubai,Dubai Creek Harbour,Harbour Gate,Harbour Gate Tower 2,https://www.bayut.com/
1370,Dubai,Dubai Creek Harbour,Harbour Gate,Harbour Gate Podium,https://www.bayut.com/
1371,Dubai,Dubai Creek Harbour,The Cove II,The Cove II Building 4,https://www.bayut.com/
1372,Dubai,Dubai Creek Harbour,The Cove II,The Cove II Building 8,https://www.bayut.com/
1373,Dubai,Dubai Creek Harbour,The Cove II,The Cove II Building 7,https://www.bayut.com/
1374,Dubai,Dubai Creek Harbour,The Cove II,The Cove II Building 5,https://www.bayut.com/
1375,Dubai,Dubai Creek Harbour,The Cove II,The Cove II Building 11,https://www.bayut.com/
1376,Dubai,Dubai Creek Harbour,The Cove II,The Cove II Building 6,https://www.bayut.com/
1377,Dubai,Dubai Creek Harbour,Dubai Creek Residences,Dubai Creek Residence Tower 2 North,https://www.bayut.com/
1378,Dubai,Dubai Creek Harbour,Dubai Creek Residences,Dubai Creek Residence Tower 1 South,https://www.bayut.com/
1379,Dubai,Dubai Creek Harbour,Dubai Creek Residences,Dubai Creek Residence Tower 1 North,https://www.bayut.com/
1380,Dubai,Dubai Creek Harbour,Dubai Creek Residences,Dubai Creek Residence Tower 2 South,https://www.bayut.com/
1381,Dubai,Dubai Creek Harbour,Dubai Creek Residences,The Dubai Creek Residences South Podium,https://www.bayut.com/
1382,Dubai,Dubai Creek Harbour,Dubai Creek Residences,Dubai Creek Residence Tower 3 South,https://www.bayut.com/
1383,Dubai,Dubai Creek Harbour,Dubai Creek Residences,Dubai Creek Residence Tower 3 North,https://www.bayut.com/
1384,Dubai,Dubai Creek Harbour,Dubai Creek Residences,The Dubai Creek Residences North Podium,https://www.bayut.com/
1385,Dubai,Downtown Dubai,Forte,Forte 1,https://uae.dubizzle.com/
1386,Dubai,Downtown Dubai,Forte,Forte 2,https://uae.dubizzle.com/
1387,Dubai,Dubai Creek Harbour,Harbour Views,Harbour Views 2,https://www.bayut.com/
1388,Dubai,Dubai Creek Harbour,Harbour Views,Harbour Views 1,https://www.bayut.com/
1389,Dubai,Dubai Creek Harbour,Harbour Views,Harbour Views Podium,https://www.bayut.com/
1390,Dubai,Dubai Creek Harbour,Creekside 18,Creekside 18 Tower A,https://www.bayut.com/
1391,Dubai,Dubai Creek Harbour,Creekside 18,Creekside 18 Tower B,https://www.bayut.com/
1392,Dubai,Dubai Creek Harbour,Creekside 18,Creekside 18 Podium,https://www.bayut.com/
1393,Dubai,Downtown Dubai,Opera District,Grande,https://uae.dubizzle.com/
1394,Dubai,Downtown Dubai,Opera District,Act One | Act Two Towers,https://uae.dubizzle.com/
1395,Dubai,Dubai Hills Estate,Park Heights,Acacia,https://www.bayut.com/
1396,Dubai,Dubai Hills Estate,Park Heights,Park Heights 2,https://www.bayut.com/
1397,Dubai,Dubai Hills Estate,Park Heights,Mulberry 1,https://www.bayut.com/
1398,Dubai,Dubai Hills Estate,Park Heights,Mulberry 2,https://www.bayut.com/
1399,Dubai,Dubai Hills Estate,Park Heights,Park Heights 1,https://www.bayut.com/
1400,Dubai,Dubai Hills Estate,Park Heights,Palace Residences,https://www.bayut.com/
1401,Dubai,Downtown Dubai,The Address Residences Dubai Opera,The Address Residences Dubai Opera Tower 2,https://uae.dubizzle.com/
1402,Dubai,Downtown Dubai,The Address Residences Dubai Opera,The Address Residences Dubai Opera Tower 1,https://uae.dubizzle.com/
1403,Dubai,Dubai Hills Estate,Maple,Maple 2,https://www.bayut.com/
1404,Dubai,Dubai Hills Estate,Maple,Maple 1,https://www.bayut.com/
1405,Dubai,Dubai Hills Estate,Maple,Maple 3,https://www.bayut.com/
1406,Dubai,Downtown Dubai,St. Regis The Residences,St. Regis The Residences Tower 1,https://uae.dubizzle.com/
1407,Dubai,Downtown Dubai,St. Regis The Residences,St. Regis The Residences Tower 2,https://uae.dubizzle.com/
1408,Dubai,Dubai Hills Estate,Sidra Villas,Sidra 1,https://www.bayut.com/
1409,Dubai,Dubai Hills Estate,Sidra Villas,Sidra 2,https://www.bayut.com/
1410,Dubai,Dubai Hills Estate,Sidra Villas,Sidra 3,https://www.bayut.com/
1411,Dubai,Dubai Hills Estate,Greenside Residence,Greenside Residence Tower A,https://www.bayut.com/
1412,Dubai,Dubai Hills Estate,Greenside Residence,Greenside Residence Tower B,https://www.bayut.com/
1413,Dubai,Dubai Hills Estate,Greenside Residence,Greenside Residence Tower C,https://www.bayut.com/
1414,Dubai,Dubai Hills Estate,Elvira,Tower A,https://www.bayut.com/
1415,Dubai,Dubai Hills Estate,Elvira,Tower B,https://www.bayut.com/
1416,Dubai,Downtown Dubai,Old Town,The Old Town Island,https://uae.dubizzle.com/
1417,Dubai,Downtown Dubai,Old Town,Yansoon,https://uae.dubizzle.com/
1418,Dubai,Downtown Dubai,Old Town,Reehan,https://uae.dubizzle.com/
1419,Dubai,Downtown Dubai,Old Town,Zanzebeel,https://uae.dubizzle.com/
1420,Dubai,Downtown Dubai,Old Town,Miska,https://uae.dubizzle.com/
1421,Dubai,Downtown Dubai,Old Town,Kamoon,https://uae.dubizzle.com/
1422,Dubai,Downtown Dubai,Old Town,Zaafaran,https://uae.dubizzle.com/
1423,Dubai,Dubai Hills Estate,Ellington House,Ellington House 2,https://www.bayut.com/
1424,Dubai,Dubai Hills Estate,Ellington House,Ellington House 4,https://www.bayut.com/
1425,Dubai,Dubai Hills Estate,Ellington House,Ellington House 3,https://www.bayut.com/
1426,Dubai,Dubai Hills Estate,Ellington House,Ellington House 1,https://www.bayut.com/
1427,Dubai,Dubai Hills Estate,Club Drive,Club Drive Tower A,https://www.bayut.com/
1428,Dubai,Dubai Hills Estate,Club Drive,Club Drive Tower B,https://www.bayut.com/
1429,Dubai,Dubai Hills Estate,Golf Place,Golf Place II,https://www.bayut.com/
1430,Dubai,Dubai Hills Estate,Golf Place,Golf Place I,https://www.bayut.com/
1431,Dubai,Dubai Hills Estate,Park Lane,Park Lane Building 1,https://www.bayut.com/
1432,Dubai,Dubai Hills Estate,Park Lane,Park Lane Building 3,https://www.bayut.com/
1433,Dubai,Dubai Hills Estate,Park Lane,Park Lane Building 4,https://www.bayut.com/
1434,Dubai,Dubai Hills Estate,Park Lane,Park Lane Building 2,https://www.bayut.com/
1435,Dubai,Dubai Hills Estate,Park Lane,Park Lane Building 6,https://www.bayut.com/
1436,Dubai,Downtown Dubai,Burj Views,Burj Views A,https://uae.dubizzle.com/
1437,Dubai,Downtown Dubai,Burj Views,Burj Views Podium,https://uae.dubizzle.com/
1438,Dubai,Downtown Dubai,Burj Views,Burj Views C,https://uae.dubizzle.com/
